Name,Type,Departure,Duration,Arrival,Rating,Cost,Seats_avail,route,ID,seats,AC/Non AC,Sleeper/Seater,Private/Public,Pickup,Drop
KSRTC (Kerala) - 323,Super Fast Non AC Seater (2+3),17:25,03h 20m,20:45,3.2,181,41 Seats available,Kozhikode_to_Thrissur,281,41,AC,Seater,Public,Kozhikode,Thrissur
KSRTC (Kerala) - 2390,Low Floor AC Seater 2+2,17:30,03h 30m,21:00,3.2,253,41 Seats available,Kozhikode_to_Thrissur,282,41,AC,Seater,Public,Kozhikode,Thrissur
KSRTC (Kerala) - 556,Super Express Non AC Seater Air Bus (2+2),18:00,02h 50m,20:50,1.7,216,41 Seats available,Kozhikode_to_Thrissur,283,41,AC,Seater,Public,Kozhikode,Thrissur
KSRTC (Kerala) - 2900,Low Floor AC Seater 2+2,18:00,03h 20m,21:20,2.3,253,41 Seats available,Kozhikode_to_Thrissur,284,41,AC,Seater,Public,Kozhikode,Thrissur
KSRTC (Kerala) - 1872,Low Floor AC Seater 2+2,18:30,03h 05m,21:35,3.3,253,41 Seats available,Kozhikode_to_Thrissur,285,41,AC,Seater,Public,Kozhikode,Thrissur
KSRTC (Kerala) - 48,Swift Deluxe Non AC Air Bus (2+2),19:00,02h 35m,21:35,3.2,216,41 Seats available,Kozhikode_to_Thrissur,286,41,AC,Seater,Public,Kozhikode,Thrissur
KSRTC (Kerala) - 814,Super Fast Non AC Seater (2+3),19:15,03h 30m,22:45,3.2,181,41 Seats available,Kozhikode_to_Thrissur,287,41,AC,Seater,Public,Kozhikode,Thrissur
KSRTC (Kerala) - 2984,Super Fast Non AC Seater (2+3),19:20,03h 40m,23:00,3.2,181,41 Seats available,Kozhikode_to_Thrissur,288,41,AC,Seater,Public,Kozhikode,Thrissur
KSRTC (Kerala) - 1956,Super Fast Non AC Seater (2+3),20:00,03h 30m,23:30,3.2,181,41 Seats available,Kozhikode_to_Thrissur,289,41,AC,Seater,Public,Kozhikode,Thrissur
KSRTC (Kerala) - 1919,Swift Deluxe Non AC Air Bus (2+2),20:10,03h 00m,23:10,3.2,216,41 Seats available,Kozhikode_to_Thrissur,290,41,AC,Seater,Public,Kozhikode,Thrissur
KSRTC (Kerala) - 46,Swift Deluxe Non AC Air Bus (2+2),20:25,02h 35m,23:00,2.5,216,41 Seats available,Kozhikode_to_Thrissur,291,41,AC,Seater,Public,Kozhikode,Thrissur
KSRTC (Kerala) - 2393,Low Floor AC Seater 2+2,20:30,03h 05m,23:35,3.7,253,41 Seats available,Kozhikode_to_Thrissur,292,41,AC,Seater,Public,Kozhikode,Thrissur
KSRTC (Kerala) - 3398,Super Fast Non AC Seater (2+3),20:30,03h 30m,00:00,3.2,174,41 Seats available,Kozhikode_to_Thrissur,293,41,AC,Seater,Public,Kozhikode,Thrissur
KSRTC (Kerala) - 424,Super Fast Non AC Seater (2+3),20:30,03h 45m,00:15,3.2,181,41 Seats available,Kozhikode_to_Thrissur,294,41,AC,Seater,Public,Kozhikode,Thrissur
KSRTC (Kerala) - 567,Super Express Non AC Seater Air Bus (2+2),20:45,03h 45m,00:30,3.2,201,41 Seats available,Kozhikode_to_Thrissur,295,41,AC,Seater,Public,Kozhikode,Thrissur
KSRTC (Kerala) - 3090,Super Express Non AC Seater Air Bus (2+2),20:55,02h 35m,23:30,3.2,216,41 Seats available,Kozhikode_to_Thrissur,296,41,AC,Seater,Public,Kozhikode,Thrissur
KSRTC (Kerala) - 3294,Super Fast Non AC Seater (2+3),21:00,04h 00m,01:00,3.2,181,41 Seats available,Kozhikode_to_Thrissur,297,41,AC,Seater,Public,Kozhikode,Thrissur
KSRTC (Kerala) - 827,Super Fast Non AC Seater (2+3),21:00,03h 30m,00:30,3.2,181,41 Seats available,Kozhikode_to_Thrissur,298,41,AC,Seater,Public,Kozhikode,Thrissur
KSRTC (Kerala) - 815,Super Fast Non AC Seater (2+3),21:10,03h 45m,00:55,3.2,181,41 Seats available,Kozhikode_to_Thrissur,299,41,AC,Seater,Public,Kozhikode,Thrissur
KSRTC (Kerala) - 531,Super Express Non AC Seater Air Bus (2+2),21:15,02h 25m,23:40,3.2,216,41 Seats available,Kozhikode_to_Thrissur,300,41,AC,Seater,Public,Kozhikode,Thrissur
KSRTC (Kerala) - 1378,AC MULTI AXLE,21:25,03h 20m,00:45,3.2,360,41 Seats available,Kozhikode_to_Thrissur,301,41,AC,Seater,Public,Kozhikode,Thrissur
KSRTC (Kerala) - 42,Swift Deluxe Non AC Air Bus (2+2),21:25,02h 40m,00:05,3.2,216,41 Seats available,Kozhikode_to_Thrissur,302,41,AC,Seater,Public,Kozhikode,Thrissur
KSRTC (Kerala) - 2954,Super Express Non AC Seater Air Bus (2+2),21:25,03h 30m,00:55,3.2,216,41 Seats available,Kozhikode_to_Thrissur,303,41,AC,Seater,Public,Kozhikode,Thrissur
KSRTC (Kerala) - 2454,Low Floor AC Seater 2+2,21:40,03h 05m,00:45,3.2,253,41 Seats available,Kozhikode_to_Thrissur,304,41,AC,Seater,Public,Kozhikode,Thrissur
KSRTC (Kerala) - 344,Super Fast Non AC Seater (2+3),21:45,03h 20m,01:05,3.2,181,41 Seats available,Kozhikode_to_Thrissur,305,41,AC,Seater,Public,Kozhikode,Thrissur
KSRTC (Kerala) - 44,Swift Deluxe Non AC Air Bus (2+2),21:50,02h 50m,00:40,3.2,216,41 Seats available,Kozhikode_to_Thrissur,306,41,AC,Seater,Public,Kozhikode,Thrissur
KSRTC (Kerala) - 1212,AC MULTI AXLE,22:00,02h 30m,00:30,3.2,360,41 Seats available,Kozhikode_to_Thrissur,307,41,AC,Seater,Public,Kozhikode,Thrissur
KSRTC (Kerala) - 1100,AC MULTI AXLE,22:05,02h 45m,00:50,3.2,340,41 Seats available,Kozhikode_to_Thrissur,308,41,AC,Seater,Public,Kozhikode,Thrissur
KSRTC (Kerala) - 560,Super Express Non AC Seater Air Bus (2+2),22:10,03h 05m,01:15,3.2,216,41 Seats available,Kozhikode_to_Thrissur,309,41,AC,Seater,Public,Kozhikode,Thrissur
KSRTC (Kerala) - 409,Super Express Non AC Seater Air Bus (2+2),22:15,02h 30m,00:45,3.2,216,41 Seats available,Kozhikode_to_Thrissur,310,41,AC,Seater,Public,Kozhikode,Thrissur
KSRTC (Kerala) - 129,SWIFT-GARUDA A/C SEATER BUS,22:25,02h 45m,01:10,3.2,237,41 Seats available,Kozhikode_to_Thrissur,311,41,AC,Seater,Public,Kozhikode,Thrissur
KSRTC (Kerala) - 666,Super Fast Non AC Seater (2+3),22:25,03h 30m,01:55,3.2,181,41 Seats available,Kozhikode_to_Thrissur,312,41,AC,Seater,Public,Kozhikode,Thrissur
KSRTC (Kerala) - 2724,Super Fast Non AC Seater (2+3),22:30,03h 30m,02:00,3.2,174,41 Seats available,Kozhikode_to_Thrissur,313,41,AC,Seater,Public,Kozhikode,Thrissur
KSRTC (Kerala) - 582,Super Express Non AC Seater Air Bus (2+2),22:40,03h 05m,01:45,3.2,201,41 Seats available,Kozhikode_to_Thrissur,314,41,AC,Seater,Public,Kozhikode,Thrissur
KSRTC (Kerala) - 781,Super Fast Non AC Seater (2+3),22:45,03h 25m,02:10,3.2,181,41 Seats available,Kozhikode_to_Thrissur,315,41,AC,Seater,Public,Kozhikode,Thrissur
KSRTC (Kerala) - 586,Super Express Non AC Seater Air Bus (2+2),22:50,03h 15m,02:05,3.2,201,41 Seats available,Kozhikode_to_Thrissur,316,41,AC,Seater,Public,Kozhikode,Thrissur
KSRTC (Kerala) - 128,Super Deluxe Non AC Seater Air Bus (2+2),22:55,02h 40m,01:35,3.2,216,41 Seats available,Kozhikode_to_Thrissur,317,41,AC,Seater,Public,Kozhikode,Thrissur
KSRTC (Kerala) - 798,Super Fast Non AC Seater (2+3),23:00,03h 10m,02:10,3.2,181,41 Seats available,Kozhikode_to_Thrissur,318,41,AC,Seater,Public,Kozhikode,Thrissur
KSRTC (Kerala) - 1011,Super Fast Non AC Seater (2+3),23:00,03h 25m,02:25,3.2,174,41 Seats available,Kozhikode_to_Thrissur,319,41,AC,Seater,Public,Kozhikode,Thrissur
KSRTC (Kerala) - 279,Super Fast Non AC Seater (2+3),23:05,03h 45m,02:50,3.2,181,41 Seats available,Kozhikode_to_Thrissur,320,41,AC,Seater,Public,Kozhikode,Thrissur
KSRTC (Kerala) - 314,Super Fast Non AC Seater (2+3),23:15,03h 30m,02:45,3.2,181,41 Seats available,Kozhikode_to_Thrissur,321,41,AC,Seater,Public,Kozhikode,Thrissur
KSRTC (Kerala) - 2784,Super Express Non AC Seater Air Bus (2+2),23:20,03h 00m,02:20,3.2,201,41 Seats available,Kozhikode_to_Thrissur,322,41,AC,Seater,Public,Kozhikode,Thrissur
KSRTC (Kerala) - 370,AC MULTI AXLE,23:20,02h 50m,02:10,3.2,360,41 Seats available,Kozhikode_to_Thrissur,323,41,AC,Seater,Public,Kozhikode,Thrissur
KSRTC (Kerala) - 673,Super Fast Non AC Seater (2+3),23:25,03h 15m,02:40,3.2,181,41 Seats available,Kozhikode_to_Thrissur,324,41,AC,Seater,Public,Kozhikode,Thrissur
KSRTC (Kerala) - 3578,Super Express Non AC Seater Air Bus (2+2),23:35,03h 20m,02:55,3.2,216,41 Seats available,Kozhikode_to_Thrissur,325,41,AC,Seater,Public,Kozhikode,Thrissur
KSRTC (Kerala) - 516,Super Express Non AC Seater Air Bus (2+2),23:45,02h 20m,02:05,3.2,216,41 Seats available,Kozhikode_to_Thrissur,326,41,AC,Seater,Public,Kozhikode,Thrissur
KSRTC (Kerala) - 1963,Super Fast Non AC Seater (2+3),23:45,03h 20m,03:05,3.2,181,41 Seats available,Kozhikode_to_Thrissur,327,41,AC,Seater,Public,Kozhikode,Thrissur
KSRTC (Kerala) - 345,Super Fast Non AC Seater (2+3),23:55,03h 40m,03:35,3.2,181,41 Seats available,Kozhikode_to_Thrissur,328,41,AC,Seater,Public,Kozhikode,Thrissur
KSRTC (Kerala) - 3532,Super Express Non AC Seater Air Bus (2+2),23:59,02h 16m,02:15,3.2,216,41 Seats available,Kozhikode_to_Thrissur,329,41,AC,Seater,Public,Kozhikode,Thrissur
BLM Transports,A/C Sleeper (2+1),22:00,03h 00m,01:00,3.8,918,41 Seats available,Kozhikode_to_Thrissur,330,41,AC,Sleeper,Private,Kozhikode,Thrissur
Madhavi Travels,A/C Sleeper (2+1),22:20,02h 50m,01:10,4.0,999,41 Seats available,Kozhikode_to_Thrissur,331,41,AC,Sleeper,Private,Kozhikode,Thrissur
Kalpaka Travels 1,A/C Sleeper (2+1),23:00,01h 30m,00:30,4.0,1000,41 Seats available,Kozhikode_to_Thrissur,332,41,AC,Sleeper,Private,Kozhikode,Thrissur
A1 Travels,Bharat Benz A/C Sleeper (2+1),23:30,02h 00m,01:30,3.2,900,41 Seats available,Kozhikode_to_Thrissur,333,41,AC,Sleeper,Private,Kozhikode,Thrissur
Madhavi Travels,A/C Semi Sleeper (2+2),23:30,01h 40m,01:10,4.0,799,41 Seats available,Kozhikode_to_Thrissur,334,41,AC,Sleeper,Private,Kozhikode,Thrissur
Madhavi Travels,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),23:30,01h 40m,01:10,4.0,799,41 Seats available,Kozhikode_to_Thrissur,335,41,Non AC,Sleeper,Private,Kozhikode,Thrissur
Madhavi Travels,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),23:30,02h 25m,01:55,4.0,799,41 Seats available,Kozhikode_to_Thrissur,336,41,Non AC,Sleeper,Private,Kozhikode,Thrissur
Madhavi Travels,A/C Sleeper (2+1),23:40,03h 10m,02:50,4.0,899,41 Seats available,Kozhikode_to_Thrissur,337,41,AC,Sleeper,Private,Kozhikode,Thrissur
UFO Bus,A/C Sleeper (2+1),23:55,03h 35m,03:30,4.1,800,41 Seats available,Kozhikode_to_Thrissur,338,41,AC,Sleeper,Private,Kozhikode,Thrissur
UFO Bus,Volvo Multi-Axle B9R A/c Semi Sleeper (2+2),23:55,03h 35m,03:30,4.1,649,41 Seats available,Kozhikode_to_Thrissur,339,41,AC,Sleeper,Private,Kozhikode,Thrissur
KSRTC (Kerala) - 712,Super Fast Non AC Seater (2+3),16:45,05h 45m,22:30,3.6,293,20 Seats available,Mysore_to_Kozhikode,340,20,AC,Seater,Public,Mysore,Kozhikode
KSRTC (Kerala) - 798,Super Fast Non AC Seater (2+3),17:00,06h 00m,23:00,4.3,293,20 Seats available,Mysore_to_Kozhikode,341,20,AC,Seater,Public,Mysore,Kozhikode
KSRTC (Kerala) - 370,AC MULTI AXLE,17:45,05h 35m,23:20,3.5,596,20 Seats available,Mysore_to_Kozhikode,342,20,AC,Seater,Public,Mysore,Kozhikode
KSRTC (Kerala) - 1252,AC MULTI AXLE,18:05,05h 35m,23:40,,596,20 Seats available,Mysore_to_Kozhikode,343,20,AC,Seater,Public,Mysore,Kozhikode
KSRTC (Kerala) - 97,Swift Deluxe Non AC Air Bus (2+2),18:20,05h 50m,00:10,5.0,390,20 Seats available,Mysore_to_Kozhikode,344,20,AC,Seater,Public,Mysore,Kozhikode
KSRTC (Kerala) - 793,Super Fast Non AC Seater (2+3),18:30,05h 30m,00:00,4.1,293,20 Seats available,Mysore_to_Kozhikode,345,20,AC,Seater,Public,Mysore,Kozhikode
KSRTC (Kerala) - 380,Swift Deluxe Non AC Air Bus (2+2),18:35,05h 45m,00:20,4.0,390,20 Seats available,Mysore_to_Kozhikode,346,20,AC,Seater,Public,Mysore,Kozhikode
KSRTC (Kerala) - 553,Super Express Non AC Seater Air Bus (2+2),19:05,06h 35m,01:40,4.0,474,20 Seats available,Mysore_to_Kozhikode,347,20,AC,Seater,Public,Mysore,Kozhikode
KSRTC (Kerala) - 51,Swift Deluxe Non AC Air Bus (2+2),21:50,06h 35m,04:25,3.9,474,20 Seats available,Mysore_to_Kozhikode,348,20,AC,Seater,Public,Mysore,Kozhikode
KSRTC (Kerala) - 789,Super Fast Non AC Seater (2+3),22:20,04h 40m,03:00,4.0,474,20 Seats available,Mysore_to_Kozhikode,349,20,AC,Seater,Public,Mysore,Kozhikode
KSRTC (Kerala) - 1077,Super Fast Non AC Seater (2+3),22:30,07h 20m,05:50,3.2,348,20 Seats available,Mysore_to_Kozhikode,350,20,AC,Seater,Public,Mysore,Kozhikode
KSRTC (Kerala) - 1585,Swift Deluxe Non AC Air Bus (2+2),23:00,06h 45m,05:45,3.7,474,20 Seats available,Mysore_to_Kozhikode,351,20,AC,Seater,Public,Mysore,Kozhikode
KSRTC (Kerala) - 1586,Swift Deluxe Non AC Air Bus (2+2),23:50,06h 35m,06:25,2.2,474,20 Seats available,Mysore_to_Kozhikode,352,20,AC,Seater,Public,Mysore,Kozhikode
LIYAS TOURS,Bharat Benz A/C Sleeper (2+1),17:25,05h 50m,23:15,4.4,599,20 Seats available,Mysore_to_Kozhikode,353,20,AC,Sleeper,Private,Mysore,Kozhikode
A1 Travels,Bharat Benz A/C Sleeper (2+1),17:30,06h 00m,23:30,3.2,700,20 Seats available,Mysore_to_Kozhikode,354,20,AC,Sleeper,Private,Mysore,Kozhikode
Cochin Bus,Bharat Benz A/C Sleeper (2+1),18:00,05h 58m,23:58,4.5,599,20 Seats available,Mysore_to_Kozhikode,355,20,AC,Sleeper,Private,Mysore,Kozhikode
CITI TOURS,Bharat Benz A/C Sleeper (2+1),21:30,06h 00m,03:30,,800,20 Seats available,Mysore_to_Kozhikode,356,20,AC,Sleeper,Private,Mysore,Kozhikode
Suraj Holidays,NON AC Seater / Sleeper 2+1,23:55,06h 05m,06:00,4.5,600,20 Seats available,Mysore_to_Kozhikode,357,20,AC,Sleeper,Private,Mysore,Kozhikode
SKS Tourist Corporation (REGD),Non A/C Seater / Sleeper (2+1),23:55,06h 05m,06:00,3.5,599,20 Seats available,Mysore_to_Kozhikode,358,20,AC,Sleeper,Private,Mysore,Kozhikode
NS Transports,NON A/C Semi Sleeper / Sleeper (2+1),23:57,06h 33m,06:30,4.2,648,20 Seats available,Mysore_to_Kozhikode,359,20,AC,Sleeper,Private,Mysore,Kozhikode
SKS Tours & Travels,A/C Sleeper (2+1),23:59,05h 41m,05:40,4.2,849,20 Seats available,Mysore_to_Kozhikode,360,20,AC,Sleeper,Private,Mysore,Kozhikode
SKS Tourist Corporation (REGD),A/C Sleeper (2+1),23:55,05h 35m,05:30,3.5,899,20 Seats available,Mysore_to_Kozhikode,361,20,AC,Sleeper,Private,Mysore,Kozhikode
NS Transports,Non A/C Seater / Sleeper (2+1),23:59,06h 11m,06:10,4.2,647,20 Seats available,Mysore_to_Kozhikode,362,20,AC,Sleeper,Private,Mysore,Kozhikode
National travels and logistics,NON A/C Sleeper (2+1),00:40,05h 35m,06:15,3.5,649,20 Seats available,Mysore_to_Kozhikode,363,20,AC,Sleeper,Private,Mysore,Kozhikode
Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),16:30,06h 15m,22:45,2.6,600,20 Seats available,Mysore_to_Kozhikode,364,20,AC,Sleeper,Private,Mysore,Kozhikode
A1 Travels,Non A/C Seater / Sleeper (2+1),23:40,07h 05m,06:45,1.4,550,20 Seats available,Mysore_to_Kozhikode,365,20,AC,Sleeper,Private,Mysore,Kozhikode
A1 Travels,A/C Seater / Sleeper (2+1),23:45,06h 45m,06:30,1.4,650,20 Seats available,Mysore_to_Kozhikode,366,20,AC,Sleeper,Private,Mysore,Kozhikode
NS Transports,VE A/C Sleeper (2+1),23:59,07h 31m,07:30,4.2,879,20 Seats available,Mysore_to_Kozhikode,367,20,AC,Sleeper,Private,Mysore,Kozhikode
FAST LINE BUS,A/C Sleeper (2+1),23:59,06h 16m,06:15,4.1,2699,20 Seats available,Mysore_to_Kozhikode,368,20,AC,Sleeper,Private,Mysore,Kozhikode
KSRTC (Kerala) - 667,Super Fast Non AC Seater (2+3),16:15,10h 15m,02:30,2.2,477,32 Seats available,Thiruvananthapuram_to_Kozhikode,369,32,AC,Seater,Public,Thiruvananthapuram,Kozhikode
KSRTC (Kerala) - 368,AC MULTI AXLE,16:25,10h 25m,02:50,3.2,986,32 Seats available,Thiruvananthapuram_to_Kozhikode,370,32,AC,Seater,Public,Thiruvananthapuram,Kozhikode
KSRTC (Kerala) - 862,Super Fast Non AC Seater (2+3),16:30,12h 20m,04:50,3.2,502,32 Seats available,Thiruvananthapuram_to_Kozhikode,371,32,AC,Seater,Public,Thiruvananthapuram,Kozhikode
KSRTC (Kerala) - 3205,SWIFT-HYBRID NON AC SEATER CUM SLEEPER,16:30,09h 50m,02:20,3.2,565,32 Seats available,Thiruvananthapuram_to_Kozhikode,372,32,AC,Sleeper,Public,Thiruvananthapuram,Kozhikode
KSRTC (Kerala) - 2985,Super Fast Non AC Seater (2+3),16:45,10h 50m,03:35,3.2,502,32 Seats available,Thiruvananthapuram_to_Kozhikode,373,32,AC,Seater,Public,Thiruvananthapuram,Kozhikode
KSRTC (Kerala) - 431,Super Fast Non AC Seater (2+3),17:15,11h 30m,04:45,3.2,515,32 Seats available,Thiruvananthapuram_to_Kozhikode,374,32,AC,Seater,Public,Thiruvananthapuram,Kozhikode
KSRTC (Kerala) - 1673,Super Fast Non AC Seater (2+3),17:50,10h 05m,03:55,3.2,515,32 Seats available,Thiruvananthapuram_to_Kozhikode,375,32,AC,Seater,Public,Thiruvananthapuram,Kozhikode
KSRTC (Kerala) - 377,AC MULTI AXLE,18:10,08h 39m,02:49,4.8,904,32 Seats available,Thiruvananthapuram_to_Kozhikode,376,32,AC,Seater,Public,Thiruvananthapuram,Kozhikode
KSRTC (Kerala) - 47,Swift Deluxe Non AC Air Bus (2+2),18:30,09h 22m,03:52,3.2,586,32 Seats available,Thiruvananthapuram_to_Kozhikode,377,32,AC,Seater,Public,Thiruvananthapuram,Kozhikode
KSRTC (Kerala) - 2956,Super Express Non AC Seater Air Bus (2+2),18:45,10h 40m,05:25,3.2,586,32 Seats available,Thiruvananthapuram_to_Kozhikode,378,32,AC,Seater,Public,Thiruvananthapuram,Kozhikode
KSRTC (Kerala) - 2364,Low Floor AC Seater 2+2,19:00,10h 10m,05:10,3.4,723,32 Seats available,Thiruvananthapuram_to_Kozhikode,379,32,AC,Seater,Public,Thiruvananthapuram,Kozhikode
KSRTC (Kerala) - 49,Swift Deluxe Non AC Air Bus (2+2),19:10,09h 10m,04:20,3.2,565,32 Seats available,Thiruvananthapuram_to_Kozhikode,380,32,AC,Seater,Public,Thiruvananthapuram,Kozhikode
KSRTC (Kerala) - 425,Super Express Non AC Seater Air Bus (2+2),19:15,08h 55m,04:10,2.4,545,32 Seats available,Thiruvananthapuram_to_Kozhikode,381,32,AC,Seater,Public,Thiruvananthapuram,Kozhikode
KSRTC (Kerala) - 1858,Low Floor AC Seater 2+2,20:00,10h 25m,06:25,3.4,742,32 Seats available,Thiruvananthapuram_to_Kozhikode,382,32,AC,Seater,Public,Thiruvananthapuram,Kozhikode
KSRTC (Kerala) - 3531,Super Express Non AC Seater Air Bus (2+2),20:00,07h 35m,03:35,3.2,565,32 Seats available,Thiruvananthapuram_to_Kozhikode,383,32,AC,Seater,Public,Thiruvananthapuram,Kozhikode
KSRTC (Kerala) - 3721,Super Express Non AC Seater Air Bus (2+2),20:01,09h 45m,05:46,3.2,565,32 Seats available,Thiruvananthapuram_to_Kozhikode,384,32,AC,Seater,Public,Thiruvananthapuram,Kozhikode
KSRTC (Kerala) - 528,Super Express Non AC Seater Air Bus (2+2),20:45,07h 55m,04:40,3.5,586,32 Seats available,Thiruvananthapuram_to_Kozhikode,385,32,AC,Seater,Public,Thiruvananthapuram,Kozhikode
KSRTC (Kerala) - 2123,Swift Deluxe Non AC Air Bus (2+2),21:05,10h 25m,07:30,3.2,586,32 Seats available,Thiruvananthapuram_to_Kozhikode,386,32,AC,Seater,Public,Thiruvananthapuram,Kozhikode
KSRTC (Kerala) - 45,Swift Deluxe Non AC Air Bus (2+2),21:10,09h 05m,06:15,4.0,565,32 Seats available,Thiruvananthapuram_to_Kozhikode,387,32,AC,Seater,Public,Thiruvananthapuram,Kozhikode
KSRTC (Kerala) - 3005,Swift Deluxe Non AC Air Bus (2+2),22:00,09h 10m,07:10,3.2,586,32 Seats available,Thiruvananthapuram_to_Kozhikode,388,32,AC,Seater,Public,Thiruvananthapuram,Kozhikode
KSRTC (Kerala) - 1860,Low Floor AC Seater 2+2,23:00,10h 00m,09:00,3.2,723,32 Seats available,Thiruvananthapuram_to_Kozhikode,389,32,AC,Seater,Public,Thiruvananthapuram,Kozhikode
KSRTC (Kerala) - 500,Super Express Non AC Seater Air Bus (2+2),23:45,07h 40m,07:25,3.3,586,32 Seats available,Thiruvananthapuram_to_Kozhikode,390,32,AC,Seater,Public,Thiruvananthapuram,Kozhikode
Madhavi Travels,A/C Sleeper (2+1),19:50,08h 40m,04:30,3.9,999,32 Seats available,Thiruvananthapuram_to_Kozhikode,391,32,AC,Sleeper,Private,Thiruvananthapuram,Kozhikode
BLM Transports,A/C Sleeper (2+1),20:15,08h 45m,05:00,3.6,855,32 Seats available,Thiruvananthapuram_to_Kozhikode,392,32,AC,Sleeper,Private,Thiruvananthapuram,Kozhikode
A1 Travels,Bharat Benz A/C Seater /Sleeper (2+1),20:30,08h 30m,05:00,3.4,700,32 Seats available,Thiruvananthapuram_to_Kozhikode,393,32,AC,Sleeper,Private,Thiruvananthapuram,Kozhikode
A1 Travels,NON A/C Semi Sleeper (2+2),21:00,09h 30m,06:30,3.8,600,32 Seats available,Thiruvananthapuram_to_Kozhikode,394,32,AC,Sleeper,Private,Thiruvananthapuram,Kozhikode
A1 Travels,Bharat Benz A/C Sleeper (2+1),19:00,09h 00m,04:00,3.5,900,32 Seats available,Thiruvananthapuram_to_Kozhikode,395,32,AC,Sleeper,Private,Thiruvananthapuram,Kozhikode
Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),18:01,09h 59m,04:00,3.2,800,32 Seats available,Thiruvananthapuram_to_Kozhikode,396,32,AC,Sleeper,Private,Thiruvananthapuram,Kozhikode
Galaxy Tours,2+1 Air Suspension A/C Seater / Sleeper,21:00,09h 00m,06:00,2.2,649,32 Seats available,Thiruvananthapuram_to_Kozhikode,397,32,AC,Sleeper,Private,Thiruvananthapuram,Kozhikode
A1 Travels,A/C Seater / Sleeper (2+1),21:35,09h 25m,07:00,3.2,650,32 Seats available,Thiruvananthapuram_to_Kozhikode,398,32,AC,Sleeper,Private,Thiruvananthapuram,Kozhikode
A1 Travels,Bharat Benz A/C Seater /Sleeper (2+1),20:15,09h 15m,05:30,3.7,750,32 Seats available,Thiruvananthapuram_to_Kozhikode,399,32,AC,Sleeper,Private,Thiruvananthapuram,Kozhikode
Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),16:00,11h 00m,03:00,3.2,1200,32 Seats available,Thiruvananthapuram_to_Kozhikode,400,32,AC,Sleeper,Private,Thiruvananthapuram,Kozhikode
Galaxy Tours,A/C Semi Sleeper (2+2),21:00,09h 00m,06:00,2.9,650,32 Seats available,Thiruvananthapuram_to_Kozhikode,401,32,AC,Sleeper,Private,Thiruvananthapuram,Kozhikode
Kalpaka Travels 1,A/C Sleeper (2+1),20:00,08h 00m,04:00,4.0,1000,32 Seats available,Thiruvananthapuram_to_Kozhikode,402,32,AC,Sleeper,Private,Thiruvananthapuram,Kozhikode
EMERALD TRAVELS,A/C Sleeper (2+1),19:30,09h 00m,04:30,3.3,1100,32 Seats available,Thiruvananthapuram_to_Kozhikode,403,32,AC,Sleeper,Private,Thiruvananthapuram,Kozhikode
